method,postprocessed,milp_step_size,query_type,num_relations,graph_type,problem,baseline_cost,annealing_threshold,penalty_scaling,num_iterations,optimisation_time_in_ms,access_time_in_ms,cost,normalised_cost
milp,n/a,2,steinbrunn,30,CYCLE,2,9747231843,n/a,n/a,n/a,60047,n/a,9777442468,1.003099405604238
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,2,9747231843,0,2,1000000,256.0,983.0,9747231843,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,3,4371624082,n/a,n/a,n/a,0,n/a,13673227779,3.127722677551121
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,3,4371624082,n/a,n/a,n/a,1,n/a,4371624082,1.0
milp,n/a,2,steinbrunn,30,CYCLE,3,4371624082,n/a,n/a,n/a,60023,n/a,9890090797,2.2623378889603254
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,3,4371624082,0,2,1000000,253.0,995.0,4371624082,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,4,477884674,n/a,n/a,n/a,0,n/a,13645958246,20
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,4,477884674,n/a,n/a,n/a,1,n/a,477884674,1.0
milp,n/a,10,steinbrunn,30,CYCLE,4,477884674,n/a,n/a,n/a,60064,n/a,477898807,1.0000295740808796
annealing_quadratic,False,n/a,steinbrunn,30,CYCLE,4,477884674,0,2,1000000,245.0,976.0,477884674,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,5,8962134978167,n/a,n/a,n/a,0,n/a,25396003030390,2.8337001275095917
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,5,8962134978167,n/a,n/a,n/a,1,n/a,10015603453021,1.1175465977047205
milp,n/a,100,steinbrunn,30,CYCLE,5,8962134978167,n/a,n/a,n/a,60026,n/a,31070308022607,3.4668422310418854
annealing_quadratic,False,n/a,steinbrunn,30,CYCLE,5,8962134978167,2.55,2,1000000,259.0,1096.0,8962134978167,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,6,791756327167,n/a,n/a,n/a,0,n/a,6178341906000,7.803337585070972
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,6,791756327167,n/a,n/a,n/a,1,n/a,791756327167,1.0
milp,n/a,100,steinbrunn,30,CYCLE,6,791756327167,n/a,n/a,n/a,60092,n/a,1694568444657,2.140265112525682
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,6,791756327167,0.63,2,1000000,246.0,1151.0,791756327167,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,7,3643853878,n/a,n/a,n/a,0,n/a,8743591777,2.3995451161721912
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,7,3643853878,n/a,n/a,n/a,1,n/a,3643853878,1.0
milp,n/a,10,steinbrunn,30,CYCLE,7,3643853878,n/a,n/a,n/a,60018,n/a,3643853878,1.0
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,7,3643853878,2.55,2,1000000,246.0,1097.0,3647651505,1.0010422006828892
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,8,15407327575,n/a,n/a,n/a,0,n/a,220248916221,14.295075842898083
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,8,15407327575,n/a,n/a,n/a,1,n/a,15407327575,1.0
milp,n/a,2,steinbrunn,30,CYCLE,8,15407327575,n/a,n/a,n/a,60029,n/a,15407327575,1.0
annealing_quadratic,False,n/a,steinbrunn,30,CYCLE,8,15407327575,0,2,1000000,245.0,989.0,15407327575,1.0
ikkbz,n/a,n/a,steinbrunn,30,CYCLE,9,4700951074,n/a,n/a,n/a,0,n/a,4700951074,1.0
dpsizelinear,n/a,n/a,steinbrunn,30,CYCLE,9,4700951074,n/a,n/a,n/a,1,n/a,4700951074,1.0
milp,n/a,100,steinbrunn,30,CYCLE,9,4700951074,n/a,n/a,n/a,43952,n/a,4700962560,1.0000024433353631
annealing_quadratic,True,n/a,steinbrunn,30,CYCLE,9,4700951074,0,2,1000000,246.0,986.0,4700951074,1.0
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,0,594254526509773,n/a,n/a,n/a,0,n/a,18920175614581608,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,0,594254526509773,n/a,n/a,n/a,1,n/a,665911712178047,1.1205833232590372
milp,n/a,100,steinbrunn,34,CYCLE,0,594254526509773,n/a,n/a,n/a,60029,n/a,844375476771377,1.4208986875213825
annealing_quadratic,False,n/a,steinbrunn,34,CYCLE,0,594254526509773,5.11,2,1000000,375.0,1674.0,594254526509773,1.0
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,1,768225573,n/a,n/a,n/a,0,n/a,1061921217,1.3823039147904024
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,1,768225573,n/a,n/a,n/a,1,n/a,768225573,1.0
milp,n/a,2,steinbrunn,34,CYCLE,1,768225573,n/a,n/a,n/a,60032,n/a,1061922130,1.3823051032434193
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,1,768225573,0,2,1000000,374.0,1538.0,768225573,1.0
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,2,3056642919,n/a,n/a,n/a,0,n/a,491392998316,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,2,3056642919,n/a,n/a,n/a,1,n/a,3056642919,1.0
milp,n/a,2,steinbrunn,34,CYCLE,2,3056642919,n/a,n/a,n/a,60095,n/a,3620238287,1.184383777541272
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,2,3056642919,5.11,2,1000000,371.0,1661.0,3056647972,1.000001653120804
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,3,1459181,n/a,n/a,n/a,0,n/a,1459181,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,3,1459181,n/a,n/a,n/a,1,n/a,1459181,1.0
milp,n/a,2,steinbrunn,34,CYCLE,3,1459181,n/a,n/a,n/a,60025,n/a,1459181,1.0
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,3,1459181,0.63,2,1000000,410.0,1766.0,1719197,1.1781931096964666
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,4,6865388253,n/a,n/a,n/a,0,n/a,6865388253,1.0
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,4,6865388253,n/a,n/a,n/a,1,n/a,6865388253,1.0
milp,n/a,10,steinbrunn,34,CYCLE,4,6865388253,n/a,n/a,n/a,60030,n/a,6865772785,1.0000560102336284
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,4,6865388253,0,2,1000000,400.0,1565.0,6865388253,1.0
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,5,2769243685812,n/a,n/a,n/a,0,n/a,125075443287519,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,5,2769243685812,n/a,n/a,n/a,1,n/a,2769243685812,1.0
milp,n/a,100,steinbrunn,34,CYCLE,5,2769243685812,n/a,n/a,n/a,60111,n/a,3384705259250,1.222248975989823
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,5,2769243685812,0,2,1000000,374.0,1523.0,2769243749239,1.0000000229040875
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,6,32543161750690,n/a,n/a,n/a,0,n/a,5540106663698138,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,6,32543161750690,n/a,n/a,n/a,1,n/a,41726389470991,1.2821860945980854
milp,n/a,100,steinbrunn,34,CYCLE,6,32543161750690,n/a,n/a,n/a,60101,n/a,41677331700766,1.2806786267435226
annealing_quadratic,False,n/a,steinbrunn,34,CYCLE,6,32543161750690,2.55,2,1000000,374.0,1636.0,32543161750690,1.0
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,7,4532911755,n/a,n/a,n/a,0,n/a,832016804793,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,7,4532911755,n/a,n/a,n/a,1,n/a,4532911755,1.0
milp,n/a,10,steinbrunn,34,CYCLE,7,4532911755,n/a,n/a,n/a,52089,n/a,4532913736,1.0000004370259354
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,7,4532911755,0,2,1000000,374.0,1575.0,4532913081,1.0000002925272036
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,8,170599701253,n/a,n/a,n/a,0,n/a,682002056980,3.9976743919884616
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,8,170599701253,n/a,n/a,n/a,1,n/a,170599701253,1.0
milp,n/a,10,steinbrunn,34,CYCLE,8,170599701253,n/a,n/a,n/a,60019,n/a,171348482277,1.0043891109919914
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,8,170599701253,2.55,2,1000000,374.0,1638.0,170609079153,1.0000549702017714
ikkbz,n/a,n/a,steinbrunn,34,CYCLE,9,274338663331,n/a,n/a,n/a,0,n/a,10589444222486,20
dpsizelinear,n/a,n/a,steinbrunn,34,CYCLE,9,274338663331,n/a,n/a,n/a,1,n/a,274338663331,1.0
milp,n/a,2,steinbrunn,34,CYCLE,9,274338663331,n/a,n/a,n/a,60031,n/a,282813919194,1.0308934065657902
annealing_quadratic,True,n/a,steinbrunn,34,CYCLE,9,274338663331,0,2,1000000,374.0,1517.0,274338663386,1.000000000200482
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,0,33465089670,n/a,n/a,n/a,1,n/a,836566630314,20
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,0,33465089670,n/a,n/a,n/a,2,n/a,33465089670,1.0
milp,n/a,2,steinbrunn,38,CYCLE,0,33465089670,n/a,n/a,n/a,60017,n/a,33981791203,1.0154400163900712
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,0,33465089670,0,2,1000000,376.0,2207.0,33465089670,1.0
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,1,49346826267022,n/a,n/a,n/a,1,n/a,101248167877915,2.0517665579960136
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,1,49346826267022,n/a,n/a,n/a,2,n/a,49784078670496,1.0088608009177322
milp,n/a,100,steinbrunn,38,CYCLE,1,49346826267022,n/a,n/a,n/a,60081,n/a,102310219847022,2.07328875201433
annealing_quadratic,False,n/a,steinbrunn,38,CYCLE,1,49346826267022,2.55,2,1000000,375.0,2127.0,49346826267022,1.0
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,2,489771174705,n/a,n/a,n/a,1,n/a,9618534278451,19.638832939166857
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,2,489771174705,n/a,n/a,n/a,2,n/a,489771174705,1.0
milp,n/a,100,steinbrunn,38,CYCLE,2,489771174705,n/a,n/a,n/a,60071,n/a,599381764419,1.2237995933101227
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,2,489771174705,0,2,1000000,403.0,2103.0,501630589168,1.0242141944554888
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,3,730030091469,n/a,n/a,n/a,1,n/a,1706928653811,2.3381620480550875
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,3,730030091469,n/a,n/a,n/a,2,n/a,730030091469,1.0
milp,n/a,100,steinbrunn,38,CYCLE,3,730030091469,n/a,n/a,n/a,47605,n/a,732348099591,1.003175222705321
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,3,730030091469,5.11,2,1000000,376.0,2333.0,730030537182,1.0000006105405863
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,4,13791390509440,n/a,n/a,n/a,1,n/a,13791390509440,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,4,13791390509440,n/a,n/a,n/a,2,n/a,13791390509440,1.0
milp,n/a,100,steinbrunn,38,CYCLE,4,13791390509440,n/a,n/a,n/a,60090,n/a,130742634246089,9.480018287974488
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,4,13791390509440,0,2,1000000,387.0,2297.0,13801156555124,1.0007081262529196
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,5,20121724450546,n/a,n/a,n/a,1,n/a,191076530248743,9.49603155128974
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,5,20121724450546,n/a,n/a,n/a,2,n/a,20121724450546,1.0
milp,n/a,100,steinbrunn,38,CYCLE,5,20121724450546,n/a,n/a,n/a,60110,n/a,51684701743794,2.568602003810441
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,5,20121724450546,5.11,2,1000000,417.0,2264.0,20121724450546,1.0
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,6,2778742602,n/a,n/a,n/a,1,n/a,2778742602,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,6,2778742602,n/a,n/a,n/a,2,n/a,2778742602,1.0
milp,n/a,10,steinbrunn,38,CYCLE,6,2778742602,n/a,n/a,n/a,60028,n/a,9912140388,3.56713154390973
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,6,2778742602,0,2,1000000,375.0,1936.0,2778742602,1.0
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,7,1214094220216,n/a,n/a,n/a,1,n/a,14694367652251,12.103152628168116
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,7,1214094220216,n/a,n/a,n/a,2,n/a,1214094220216,1.0
milp,n/a,2,steinbrunn,38,CYCLE,7,1214094220216,n/a,n/a,n/a,60126,n/a,2449137420425,2.017254822273409
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,7,1214094220216,0.63,2,1000000,376.0,2081.0,1214094226050,1.0000000048052284
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,8,1894358179075,n/a,n/a,n/a,1,n/a,605817510504847,20
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,8,1894358179075,n/a,n/a,n/a,2,n/a,17331993054403,9.149269259557911
milp,n/a,100,steinbrunn,38,CYCLE,8,1894358179075,n/a,n/a,n/a,60026,n/a,8440843319068,4.455780016844331
annealing_quadratic,False,n/a,steinbrunn,38,CYCLE,8,1894358179075,0,2,1000000,377.0,2074.0,1894358179075,1.0
ikkbz,n/a,n/a,steinbrunn,38,CYCLE,9,198599053360417,n/a,n/a,n/a,1,n/a,198599053360417,1.0
dpsizelinear,n/a,n/a,steinbrunn,38,CYCLE,9,198599053360417,n/a,n/a,n/a,2,n/a,198599053360417,1.0
milp,n/a,100,steinbrunn,38,CYCLE,9,198599053360417,n/a,n/a,n/a,60021,n/a,10077629347777306,20
annealing_quadratic,True,n/a,steinbrunn,38,CYCLE,9,198599053360417,0,2,1000000,398.0,2276.0,198599053360417,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,0,204010438734,n/a,n/a,n/a,1,n/a,1259036331766,6.171430930588805
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,0,204010438734,n/a,n/a,n/a,2,n/a,287826303562,1.410841059644422
milp,n/a,100,steinbrunn,42,CYCLE,0,204010438734,n/a,n/a,n/a,60025,n/a,925864231486,4.538317927413472
annealing_quadratic,False,n/a,steinbrunn,42,CYCLE,0,204010438734,5.11,2,1000000,404.0,2936.0,204010438734,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,1,16713032866088,n/a,n/a,n/a,1,n/a,38874564159307,2.3260029744922246
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,1,16713032866088,n/a,n/a,n/a,2,n/a,16713032866088,1.0
milp,n/a,100,steinbrunn,42,CYCLE,1,16713032866088,n/a,n/a,n/a,60103,n/a,65121831439269,3.8964700160080517
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,1,16713032866088,0,2,1000000,377.0,2754.0,16724861966921,1.0007077770341135
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,2,63231790247,n/a,n/a,n/a,1,n/a,6163183257171,20
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,2,63231790247,n/a,n/a,n/a,2,n/a,63231790247,1.0
milp,n/a,100,steinbrunn,42,CYCLE,2,63231790247,n/a,n/a,n/a,60013,n/a,157526575481,2.4912559784510258
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,2,63231790247,0.63,2,1000000,401.0,3226.0,63817648366,1.0092652464323955
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,3,33880246562,n/a,n/a,n/a,1,n/a,649650719486,19.174911206657114
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,3,33880246562,n/a,n/a,n/a,2,n/a,33880246562,1.0
milp,n/a,2,steinbrunn,42,CYCLE,3,33880246562,n/a,n/a,n/a,60019,n/a,33885094435,1.000143088480514
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,3,33880246562,2.55,2,1000000,370.0,3235.0,33880271575,1.0000007382767995
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,4,591501070834946,n/a,n/a,n/a,1,n/a,30756403398143152,20
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,4,591501070834946,n/a,n/a,n/a,2,n/a,591501070834946,1.0
milp,n/a,100,steinbrunn,42,CYCLE,4,591501070834946,n/a,n/a,n/a,60095,n/a,12194981613293948,20
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,4,591501070834946,2.55,2,1000000,372.0,2996.0,591501070834946,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,5,613477810545,n/a,n/a,n/a,1,n/a,1798273660917,2.9312774317288737
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,5,613477810545,n/a,n/a,n/a,2,n/a,613477810545,1.0
milp,n/a,100,steinbrunn,42,CYCLE,5,613477810545,n/a,n/a,n/a,60012,n/a,1486898096654,2.4237194420008
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,5,613477810545,0,2,1000000,402.0,2964.0,613477810545,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,6,1455272527777468,n/a,n/a,n/a,1,n/a,7106052608961186,4.882970353198204
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,6,1455272527777468,n/a,n/a,n/a,2,n/a,1455272527777468,1.0
milp,n/a,100,steinbrunn,42,CYCLE,6,1455272527777468,n/a,n/a,n/a,60108,n/a,2416543417293477,1.6605435553601002
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,6,1455272527777468,0,2,1000000,400.0,2593.0,1455272527777468,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,7,39697689032178,n/a,n/a,n/a,1,n/a,125122656585352,3.151887669932891
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,7,39697689032178,n/a,n/a,n/a,2,n/a,39697689032178,1.0
milp,n/a,100,steinbrunn,42,CYCLE,7,39697689032178,n/a,n/a,n/a,60098,n/a,215196636742743,5.420885748999387
annealing_quadratic,True,n/a,steinbrunn,42,CYCLE,7,39697689032178,0.63,2,1000000,411.0,2849.0,42910701744765,1.080937021547592
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,8,6788421765692650,n/a,n/a,n/a,1,n/a,265938852633779968,20
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,8,6788421765692650,n/a,n/a,n/a,2,n/a,6796452400070928,1.0011829898988986
milp,n/a,100,steinbrunn,42,CYCLE,8,6788421765692650,n/a,n/a,n/a,60040,n/a,22178789181843520,3.267149559553115
annealing_quadratic,False,n/a,steinbrunn,42,CYCLE,8,6788421765692650,2.55,2,1000000,396.0,2860.0,6788421765692650,1.0
ikkbz,n/a,n/a,steinbrunn,42,CYCLE,9,21752922933669432,n/a,n/a,n/a,1,n/a,52042834214375432,2.392452470551574
dpsizelinear,n/a,n/a,steinbrunn,42,CYCLE,9,21752922933669432,n/a,n/a,n/a,2,n/a,22019769370542372,1.012267153140138
milp,n/a,n/a,steinbrunn,42,CYCLE,9,21752922933669432,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,42,CYCLE,9,21752922933669432,0.63,2,1000000,375.0,2790.0,21752922933669432,1.0
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,0,25593853368556,n/a,n/a,n/a,1,n/a,29867722458239,1.1669881056259301
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,0,25593853368556,n/a,n/a,n/a,4,n/a,25593853368556,1.0
milp,n/a,100,steinbrunn,46,CYCLE,0,25593853368556,n/a,n/a,n/a,60097,n/a,32341955350607,1.2636610394252534
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,0,25593853368556,0,2,1000000,398.0,3783.0,25593853372478,1.0000000001532399
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,1,210358636427170,n/a,n/a,n/a,1,n/a,4724620648178980,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,1,210358636427170,n/a,n/a,n/a,4,n/a,210358636427170,1.0
milp,n/a,100,steinbrunn,46,CYCLE,1,210358636427170,n/a,n/a,n/a,60022,n/a,1151507005923600,5.474018207577956
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,1,210358636427170,0,2,1000000,401.0,3352.0,210358636558257,1.0000000006231595
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,2,3166145417,n/a,n/a,n/a,1,n/a,19324388788,6.10344322286698
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,2,3166145417,n/a,n/a,n/a,3,n/a,3166145417,1.0
milp,n/a,2,steinbrunn,46,CYCLE,2,3166145417,n/a,n/a,n/a,60023,n/a,3334345883,1.0531246812281205
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,2,3166145417,0.63,2,1000000,370.0,4234.0,3312726048,1.0462962409158354
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,3,378052710444581760,n/a,n/a,n/a,1,n/a,67192757364666990592,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,3,378052710444581760,n/a,n/a,n/a,3,n/a,430477528073795584,1.1386706567122964
milp,n/a,n/a,steinbrunn,46,CYCLE,3,378052710444581760,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,46,CYCLE,3,378052710444581760,5.11,2,1000000,352.0,4356.0,378052710444581760,1.0
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,4,57583156685147,n/a,n/a,n/a,1,n/a,13422938325930826,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,4,57583156685147,n/a,n/a,n/a,3,n/a,57583156685147,1.0
milp,n/a,100,steinbrunn,46,CYCLE,4,57583156685147,n/a,n/a,n/a,60013,n/a,140379252526272,2.43785267441723
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,4,57583156685147,0,2,1000000,377.0,3416.0,57583156685147,1.0
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,5,101140084133541,n/a,n/a,n/a,1,n/a,170067953298578,1.6815089166232808
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,5,101140084133541,n/a,n/a,n/a,3,n/a,101140084133541,1.0
milp,n/a,100,steinbrunn,46,CYCLE,5,101140084133541,n/a,n/a,n/a,60106,n/a,910698618665189,9.004329257455845
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,5,101140084133541,0,2,1000000,406.0,3332.0,101204791006585,1.0006397747599118
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,6,513340044585,n/a,n/a,n/a,1,n/a,31492525825111,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,6,513340044585,n/a,n/a,n/a,3,n/a,513340044585,1.0
milp,n/a,100,steinbrunn,46,CYCLE,6,513340044585,n/a,n/a,n/a,60115,n/a,2350423704982208,20
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,6,513340044585,0.63,2,1000000,354.0,4193.0,513341152839,1.0000021589081383
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,7,8737862981639,n/a,n/a,n/a,1,n/a,907724514333824,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,7,8737862981639,n/a,n/a,n/a,3,n/a,8737862981639,1.0
milp,n/a,100,steinbrunn,46,CYCLE,7,8737862981639,n/a,n/a,n/a,60012,n/a,2815338709635257,20
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,7,8737862981639,0,2,1000000,379.0,3329.0,8737862981639,1.0
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,8,120416138835724,n/a,n/a,n/a,1,n/a,1774000407045664,14.73224788801623
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,8,120416138835724,n/a,n/a,n/a,3,n/a,120416138835724,1.0
milp,n/a,100,steinbrunn,46,CYCLE,8,120416138835724,n/a,n/a,n/a,60103,n/a,151828158755934,1.2608622085372079
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,8,120416138835724,0.63,2,1000000,347.0,4343.0,120416138835724,1.0
ikkbz,n/a,n/a,steinbrunn,46,CYCLE,9,1617236100036052,n/a,n/a,n/a,1,n/a,120586450136132864,20
dpsizelinear,n/a,n/a,steinbrunn,46,CYCLE,9,1617236100036052,n/a,n/a,n/a,3,n/a,1617236100036052,1.0
milp,n/a,n/a,steinbrunn,46,CYCLE,9,1617236100036052,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,46,CYCLE,9,1617236100036052,0,2,1000000,408.0,3367.0,1617236100123469,1.0000000000540534
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,0,75477160907884,n/a,n/a,n/a,1,n/a,166828429822121,2.210316707934027
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,0,75477160907884,n/a,n/a,n/a,4,n/a,75477160907884,1.0
milp,n/a,100,steinbrunn,50,CYCLE,0,75477160907884,n/a,n/a,n/a,60022,n/a,174796992365970,2.315892519848498
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,0,75477160907884,0.63,2,1000000,340.0,5326.0,75477160907884,1.0
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,1,33369987,n/a,n/a,n/a,1,n/a,2727225161,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,1,33369987,n/a,n/a,n/a,4,n/a,33369987,1.0
milp,n/a,2,steinbrunn,50,CYCLE,1,33369987,n/a,n/a,n/a,60023,n/a,34716942,1.0403642650505078
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,1,33369987,0.63,2,1000000,359.0,4977.0,33495107,1.0037494770375548
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,2,382991775839,n/a,n/a,n/a,1,n/a,1062294849876,2.773675355166273
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,2,382991775839,n/a,n/a,n/a,4,n/a,382991775839,1.0
milp,n/a,10,steinbrunn,50,CYCLE,2,382991775839,n/a,n/a,n/a,60026,n/a,1026096930131,2.6791617858717287
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,2,382991775839,2.55,2,1000000,344.0,5385.0,382993819881,1.0000053370388842
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,3,2145526261226711552,n/a,n/a,n/a,1,n/a,193315716288524091392,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,3,2145526261226711552,n/a,n/a,n/a,4,n/a,2555111459797893632,1.190901974015923
milp,n/a,n/a,steinbrunn,50,CYCLE,3,2145526261226711552,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,False,n/a,steinbrunn,50,CYCLE,3,2145526261226711552,5.11,2,1000000,358.0,4831.0,2145526261226711552,1.0
ikkbz,n/a,n/a,steinbrunn,50,CYCLE,4,610554013689954816,n/a,n/a,n/a,1,n/a,33730718168486625280,20
dpsizelinear,n/a,n/a,steinbrunn,50,CYCLE,4,610554013689954816,n/a,n/a,n/a,4,n/a,610554013689954816,1.0
milp,n/a,n/a,steinbrunn,50,CYCLE,4,610554013689954816,n/a,n/a,n/a,0,n/a,n/a,20
annealing_quadratic,True,n/a,steinbrunn,50,CYCLE,4,610554013689954816,2.55,2,1000000,354.0,5797.0,610554013690461440,1.0000000000008298
