method,num_relations,graph_type,problem,baseline_cost,optimisation_time_in_ms,cost,normalised_cost
simulated_annealing_quadratic,30,CHAIN,6,40615928773.99567,6733.128547668457,40615928773.99567,1.0000000000245142
digital_annealing_legacy,30,CHAIN,7,36515956574136.3,11347.287027359009,244688892692654.12,6.700875881366493
digital_annealing_quadratic,30,CHAIN,7,36515956574136.3,4005.5614585876465,36515956574136.3,1.0000000000000082
dpsizelinear,30,CHAIN,7,36515956574136.3,0,244688892675666.3,6.700875880901276
genetic,30,CHAIN,7,36515956574136.3,1671,37274422346744.09,1.02077080388318
ikkbz,30,CHAIN,7,36515956574136.3,0,244688892675666.3,6.700875880901276
milp,30,CHAIN,7,36515956574136.3,30093,40420277770231.516,1.1069209617491143
minsel,30,CHAIN,7,36515956574136.3,0,245771787507549.4,6.73053126812041
simulated_annealing_quadratic,30,CHAIN,7,36515956574136.3,18830.91950416565,37079410875504.445,1.0154303585125724
digital_annealing_legacy,30,CHAIN,8,24615755768358.125,13295.178958892822,24615757417578.07,1.0000000669985551
digital_annealing_quadratic,30,CHAIN,8,24615755768358.125,6434.9345989227295,24616256799177.36,1.000020354070136
dpsizelinear,30,CHAIN,8,24615755768358.125,0,24615755768358.125,1.000000000000005
genetic,30,CHAIN,8,24615755768358.125,361,24616261326741.773,1.000020537999667
ikkbz,30,CHAIN,8,24615755768358.125,0,24615755768358.125,1.000000000000005
milp,30,CHAIN,8,24615755768358.125,52912,94273221869638.53,3.8297918925089762
minsel,30,CHAIN,8,24615755768358.125,0,46418343511199.77,1.8857167721361463
simulated_annealing_quadratic,30,CHAIN,8,24615755768358.125,12745.570659637451,24615755807719.75,1.000000001599047
digital_annealing_legacy,30,CHAIN,9,6.255940590614192e+16,4421.708679199219,6.256196174164359e+16,1.000040854536015
digital_annealing_quadratic,30,CHAIN,9,6.255940590614192e+16,1107.4243240356445,6.256196192216022e+16,1.0000408574215385
dpsizelinear,30,CHAIN,9,6.255940590614192e+16,0,6.255940590614192e+16,1.0
genetic,30,CHAIN,9,6.255940590614192e+16,13613,6.2626421648955336e+16,1.0010712336832923
ikkbz,30,CHAIN,9,6.255940590614192e+16,0,6.255940590614192e+16,1.0
milp,30,CHAIN,9,6.255940590614192e+16,20102,9.372322898582143e+18,20
minsel,30,CHAIN,9,6.255940590614192e+16,0,6.256196192216022e+16,1.0000408574215385
simulated_annealing_quadratic,30,CHAIN,9,6.255940590614192e+16,25634.54031944275,6.256196192216022e+16,1.0000408574215385
digital_annealing_legacy,34,CHAIN,0,14603378797197.012,2337.624303817749,56832182735187.516,3.8917146178592583
digital_annealing_quadratic,34,CHAIN,0,14603378797197.012,10056.008689880371,14603378797197.012,1.0000000000000009
dpsizelinear,34,CHAIN,0,14603378797197.012,0,56832182682936.24,3.891714614281232
genetic,34,CHAIN,0,14603378797197.012,16370,15625957372781.441,1.0700234233313675
ikkbz,34,CHAIN,0,14603378797197.012,0,56832182682936.24,3.891714614281232
milp,34,CHAIN,0,14603378797197.012,20087,15203868200531.297,1.0411198950375482
minsel,34,CHAIN,0,14603378797197.012,0,57013260049239.625,3.9041143040255077
simulated_annealing_quadratic,34,CHAIN,0,14603378797197.012,36537.354946136475,56832182682936.24,3.891714614281232
digital_annealing_legacy,34,CHAIN,1,114666941.67184162,6772.540176391602,114719994.7953254,1.0004626773406766
digital_annealing_quadratic,34,CHAIN,1,114666941.67184162,7864.370037078857,114719994.7953254,1.0004626773406766
dpsizelinear,34,CHAIN,1,114666941.67184162,0,114666941.67184162,1.00000000585907
genetic,34,CHAIN,1,114666941.67184162,3733,67630833042.67949,20
ikkbz,34,CHAIN,1,114666941.67184162,0,114666941.67184162,1.00000000585907
milp,34,CHAIN,1,114666941.67184162,40031,281676815.1625805,2.4564779761813
minsel,34,CHAIN,1,114666941.67184162,0,281676815.1625805,2.4564779761813
simulated_annealing_quadratic,34,CHAIN,1,114666941.67184162,27194.04888153076,114666941.67184162,1.00000000585907
digital_annealing_legacy,34,CHAIN,2,300662323523835.2,4311.583061218262,1270422101480392.0,4.225411706364596
digital_annealing_quadratic,34,CHAIN,2,300662323523835.2,8544.68433189392,304109315841158.9,1.0114646633370097
dpsizelinear,34,CHAIN,2,300662323523835.2,0,1270296586504322.0,4.224994244759833
genetic,34,CHAIN,2,300662323523835.2,21015,304051116125225.44,1.011271091640858
ikkbz,34,CHAIN,2,300662323523835.2,0,1270296586504322.0,4.224994244759833
milp,34,CHAIN,2,300662323523835.2,40150,300662323523835.2,1.0000000000000007
minsel,34,CHAIN,2,300662323523835.2,0,6418126627812783.0,20
simulated_annealing_quadratic,34,CHAIN,2,300662323523835.2,28995.2073097229,307879151772448.44,1.0240031014329647
digital_annealing_legacy,34,CHAIN,3,52926283015475.37,15904.097742080688,1010585838644817.0,19.09421521910643
digital_annealing_quadratic,34,CHAIN,3,52926283015475.37,13512.766983032227,52926283015475.37,1.0000000000000069
dpsizelinear,34,CHAIN,3,52926283015475.37,1,1010585838369236.5,19.094215213899556
genetic,34,CHAIN,3,52926283015475.37,54018,123317881855046.14,2.3299932439803017
ikkbz,34,CHAIN,3,52926283015475.37,0,1010585838369236.5,19.094215213899556
milp,34,CHAIN,3,52926283015475.37,50107,53068785408377.71,1.0026924693136121
minsel,34,CHAIN,3,52926283015475.37,0,1024583261112437.2,19.358685377789737
simulated_annealing_quadratic,34,CHAIN,3,52926283015475.37,12843.380212783813,272505514897132.28,5.148774850058051
digital_annealing_legacy,34,CHAIN,4,981571485169.1677,5973.48397064209,982700863619.1221,1.0011505819669646
digital_annealing_quadratic,34,CHAIN,4,981571485169.1677,1909.2000141143799,997297298052.2812,1.0160210571730022
dpsizelinear,34,CHAIN,4,981571485169.1677,0,981571485169.1677,1.000000000000171
genetic,34,CHAIN,4,981571485169.1677,43684,1192324611308.0603,1.2147099109167523
ikkbz,34,CHAIN,4,981571485169.1677,0,981571485169.1677,1.000000000000171
milp,34,CHAIN,4,981571485169.1677,9883,988079795860.16,1.006630500976747
minsel,34,CHAIN,4,981571485169.1677,0,1164142753996.4448,1.1859989532968258
simulated_annealing_quadratic,34,CHAIN,4,981571485169.1677,14013.851642608643,997611360815.1749,1.0163410163075524
digital_annealing_legacy,34,CHAIN,5,6.405137135180112e+16,17472.08175086975,5.059320300248424e+17,7.898847742790999
digital_annealing_quadratic,34,CHAIN,5,6.405137135180112e+16,5093.320749282837,8.764509496782336e+16,1.3683562602654376
dpsizelinear,34,CHAIN,5,6.405137135180112e+16,0,5.059320300248425e+17,7.898847742791001
genetic,34,CHAIN,5,6.405137135180112e+16,19583,6.405137135180112e+16,1.0
ikkbz,34,CHAIN,5,6.405137135180112e+16,0,5.059320300248425e+17,7.898847742791001
milp,34,CHAIN,5,6.405137135180112e+16,30031,1.3446945108413365e+17,2.0994000322891195
minsel,34,CHAIN,5,6.405137135180112e+16,0,5.0593206070122624e+17,7.898848221725068
simulated_annealing_quadratic,34,CHAIN,5,6.405137135180112e+16,59532.24563598633,1.0339656237755269e+17,1.6142755446975325
digital_annealing_legacy,34,CHAIN,6,953801954.7914741,10377.884729385376,1062072965.6065193,1.1135151916521648
digital_annealing_quadratic,34,CHAIN,6,953801954.7914741,1822.2237300872803,953801954.7914741,1.0000000008298098
dpsizelinear,34,CHAIN,6,953801954.7914741,0,953801954.7914741,1.0000000008298098
genetic,34,CHAIN,6,953801954.7914741,11492,1893879464.737321,1.9856108039985425
ikkbz,34,CHAIN,6,953801954.7914741,0,953801954.7914741,1.0000000008298098
milp,34,CHAIN,6,953801954.7914741,50145,1119524642.1004958,1.1737495791505748
minsel,34,CHAIN,6,953801954.7914741,0,3789679856.05852,3.9732355759658256
simulated_annealing_quadratic,34,CHAIN,6,953801954.7914741,13776.970148086548,1062072965.6065193,1.1135151916521648
digital_annealing_legacy,34,CHAIN,7,6.097782335182906e+17,4756.36163520813,6.099591707564996e+17,1.0002967262986169
digital_annealing_quadratic,34,CHAIN,7,6.097782335182906e+17,9287.763780593872,6.097782335182906e+17,1.0
dpsizelinear,34,CHAIN,7,6.097782335182906e+17,0,6.099591707564996e+17,1.0002967262986169
genetic,34,CHAIN,7,6.097782335182906e+17,38135,6.097782672899233e+17,1.0000000553834671
ikkbz,34,CHAIN,7,6.097782335182906e+17,0,6.099591707564996e+17,1.0002967262986169
milp,34,CHAIN,7,6.097782335182906e+17,30128,3.18377279989823e+19,20
minsel,34,CHAIN,7,6.097782335182906e+17,0,1.4482988283728893e+18,2.375123854481511
simulated_annealing_quadratic,34,CHAIN,7,6.097782335182906e+17,49459.44333076477,6.099591707564996e+17,1.0002967262986169
digital_annealing_legacy,34,CHAIN,8,2566470124481.0586,4540.912334442139,2573282380351.879,1.0026543289188907
digital_annealing_quadratic,34,CHAIN,8,2566470124481.0586,15420.06385231018,2566500750178.1274,1.0000119330035582
dpsizelinear,34,CHAIN,8,2566470124481.0586,1,2566470124481.0586,1.0000000000000229
genetic,34,CHAIN,8,2566470124481.0586,1372,2587277558696.167,1.00810741337555
ikkbz,34,CHAIN,8,2566470124481.0586,0,2566470124481.0586,1.0000000000000229
milp,34,CHAIN,8,2566470124481.0586,52,7836034332275.996,3.053234190232635
minsel,34,CHAIN,8,2566470124481.0586,0,2586649103179.5034,1.0078625418258411
simulated_annealing_quadratic,34,CHAIN,8,2566470124481.0586,36762.69292831421,2572478882961.7896,1.0023412540140146
digital_annealing_legacy,34,CHAIN,9,92043913167.3714,15426.318382263184,113984349086.23878,1.238369221432721
digital_annealing_quadratic,34,CHAIN,9,92043913167.3714,11623.739234924316,92043913167.3714,1.000000000004035
dpsizelinear,34,CHAIN,9,92043913167.3714,0,113984349086.23878,1.238369221432721
genetic,34,CHAIN,9,92043913167.3714,58756,391697249849.45667,4.255547557379272
ikkbz,34,CHAIN,9,92043913167.3714,0,113984349086.23878,1.238369221432721
milp,34,CHAIN,9,92043913167.3714,40072,114081534563.04306,1.239425081331115
minsel,34,CHAIN,9,92043913167.3714,0,1794535748549.5032,19.49651733399888
simulated_annealing_quadratic,34,CHAIN,9,92043913167.3714,13886.37900352478,113984349086.23878,1.238369221432721
digital_annealing_legacy,38,CHAIN,0,503670577232951.94,10866.175844192505,503675496499380.06,1.0000097668330281
digital_annealing_quadratic,38,CHAIN,0,503670577232951.94,11676.082796096802,503675496499522.2,1.0000097668333103
dpsizelinear,38,CHAIN,0,503670577232951.94,1,503670577232951.94,1.0000000000000018
genetic,38,CHAIN,0,503670577232951.94,25697,503706578232422.94,1.0000714772732402
ikkbz,38,CHAIN,0,503670577232951.94,0,503670577232951.94,1.0000000000000018
milp,38,CHAIN,0,503670577232951.94,50034,505343119229912.0,1.0033207061769411
minsel,38,CHAIN,0,503670577232951.94,0,507986061170238.0,1.0085680683612597
simulated_annealing_quadratic,38,CHAIN,0,503670577232951.94,49167.21439361572,503675496499380.06,1.0000097668330281
digital_annealing_legacy,38,CHAIN,1,1981962851.4871833,8512.332014083862,1982349626.708495,1.000195147809304
digital_annealing_quadratic,38,CHAIN,1,1981962851.4871833,19355.487913131714,1981962851.4871833,1.0000000002458085
dpsizelinear,38,CHAIN,1,1981962851.4871833,1,1981962851.4871833,1.0000000002458085
genetic,38,CHAIN,1,1981962851.4871833,22157,3109810797.9403296,1.569056047832215
ikkbz,38,CHAIN,1,1981962851.4871833,0,1981962851.4871833,1.0000000002458085
milp,38,CHAIN,1,1981962851.4871833,30166,1991452130.1155262,1.004787818858834
minsel,38,CHAIN,1,1981962851.4871833,1,2245379640.5720325,1.1329070267079555
simulated_annealing_quadratic,38,CHAIN,1,1981962851.4871833,54372.00307846069,1982284513.3521113,1.000162294844199
digital_annealing_legacy,38,CHAIN,2,8891676664062780.0,3084.284715652466,1.3521931398335522e+16,1.5207403405689168
digital_annealing_quadratic,38,CHAIN,2,8891676664062780.0,23450.17098426819,8891676664062780.0,1.0
dpsizelinear,38,CHAIN,2,8891676664062780.0,1,1.352193139833152e+16,1.5207403405684667
genetic,38,CHAIN,2,8891676664062780.0,45967,9109453134371782.0,1.024492171559632
ikkbz,38,CHAIN,2,8891676664062780.0,0,1.352193139833152e+16,1.5207403405684667
milp,38,CHAIN,2,8891676664062780.0,20085,8899342443275741.0,1.0008621297762597
minsel,38,CHAIN,2,8891676664062780.0,1,1.4958386309974774e+16,1.6822908518965416
simulated_annealing_quadratic,38,CHAIN,2,8891676664062780.0,18628.992795944214,1.352193139833152e+16,1.5207403405684667
digital_annealing_legacy,38,CHAIN,3,351097052276033.44,8573.920783996582,354526295064816.0,1.0097672218167384
digital_annealing_quadratic,38,CHAIN,3,351097052276033.44,4947.192602157593,351097052276033.44,1.0000000000000013
dpsizelinear,38,CHAIN,3,351097052276033.44,1,354525969313219.56,1.0097662940060537
genetic,38,CHAIN,3,351097052276033.44,21912,1252686876304946.0,3.567921941196139
ikkbz,38,CHAIN,3,351097052276033.44,1,354525969313219.56,1.0097662940060537
milp,38,CHAIN,3,351097052276033.44,50051,559912778564421.7,1.594752148828118
minsel,38,CHAIN,3,351097052276033.44,1,716048655092403.4,2.039460742978397
simulated_annealing_quadratic,38,CHAIN,3,351097052276033.44,38421.321630477905,354525969578467.2,1.009766294761536
digital_annealing_legacy,38,CHAIN,4,4349619512835.631,27484.254316329956,4349646656996.871,1.000006240583065
digital_annealing_quadratic,38,CHAIN,4,4349619512835.631,9989.147371292114,4349619520888.9307,1.0000000018516402
dpsizelinear,38,CHAIN,4,4349619512835.631,1,4349619512835.631,1.000000000000145
genetic,38,CHAIN,4,4349619512835.631,8506,8987562544506.99,2.066287066716111
ikkbz,38,CHAIN,4,4349619512835.631,0,4349619512835.631,1.000000000000145
milp,38,CHAIN,4,4349619512835.631,50022,4349682705492.0747,1.0000145283183708
minsel,38,CHAIN,4,4349619512835.631,0,4349817158000.829,1.0000454396448346
simulated_annealing_quadratic,38,CHAIN,4,4349619512835.631,52708.53781700134,4349619528279.1104,1.0000000035506809
digital_annealing_legacy,38,CHAIN,5,134663535032260.92,18658.265377044678,539909238971580.56,4.009320257649852
digital_annealing_quadratic,38,CHAIN,5,134663535032260.92,17832.643175125122,134663535032260.92,1.0000000000000069
dpsizelinear,38,CHAIN,5,134663535032260.92,1,539909238971580.56,4.009320257649852
genetic,38,CHAIN,5,134663535032260.92,9529,134697855249887.06,1.0002548590278642
ikkbz,38,CHAIN,5,134663535032260.92,0,539909238971580.56,4.009320257649852
milp,38,CHAIN,5,134663535032260.92,50032,134689917832098.2,1.0001959164359668
minsel,38,CHAIN,5,134663535032260.92,0,539909238971580.56,4.009320257649852
simulated_annealing_quadratic,38,CHAIN,5,134663535032260.92,55953.21822166443,150822786293723.44,1.1199972305612824
digital_annealing_legacy,38,CHAIN,6,870266448791161.5,13445.80696105957,870266457174087.8,1.0000000096325978
digital_annealing_quadratic,38,CHAIN,6,870266448791161.5,9508.515733718872,870266457174087.8,1.0000000096325978
dpsizelinear,38,CHAIN,6,870266448791161.5,1,870266448791161.5,1.0000000000000007
genetic,38,CHAIN,6,870266448791161.5,38143,1330718655008430.0,1.5290933677345113
ikkbz,38,CHAIN,6,870266448791161.5,0,870266448791161.5,1.0000000000000007
milp,38,CHAIN,6,870266448791161.5,n/a,n/a,20
minsel,38,CHAIN,6,870266448791161.5,0,1282729245432567.5,1.4739500152100955
simulated_annealing_quadratic,38,CHAIN,6,870266448791161.5,36784.233808517456,870266457174087.8,1.0000000096325978
digital_annealing_legacy,38,CHAIN,7,3571625808962.624,22760.896463394165,3571630428323.4004,1.0000012933497648
digital_annealing_quadratic,38,CHAIN,7,3571625808962.624,2056.2411975860596,3572600768038.509,1.0002729734660507
dpsizelinear,38,CHAIN,7,3571625808962.624,1,3571625808962.624,1.0000000000001747
genetic,38,CHAIN,7,3571625808962.624,59376,8921918052575.312,2.497999098950468
ikkbz,38,CHAIN,7,3571625808962.624,0,3571625808962.624,1.0000000000001747
milp,38,CHAIN,7,3571625808962.624,50025,46089882398517.58,12.904454403613014
minsel,38,CHAIN,7,3571625808962.624,0,3572600768038.509,1.0002729734660507
simulated_annealing_quadratic,38,CHAIN,7,3571625808962.624,18611.15002632141,3572600768038.509,1.0002729734660507
digital_annealing_legacy,38,CHAIN,8,235374061420405.47,9813.455673217773,311441700963872.44,1.3231776648812714
digital_annealing_quadratic,38,CHAIN,8,235374061420405.47,7064.845254898071,259415909253344.44,1.1021431490277849
dpsizelinear,38,CHAIN,8,235374061420405.47,1,311441700812418.44,1.3231776642378106
genetic,38,CHAIN,8,235374061420405.47,44272,235374061420405.47,1.000000000000002
ikkbz,38,CHAIN,8,235374061420405.47,1,311441700812418.44,1.3231776642378106
milp,38,CHAIN,8,235374061420405.47,51,896167455101304.8,3.8074180718692157
minsel,38,CHAIN,8,235374061420405.47,0,333119443527556.25,1.4152767790864043
simulated_annealing_quadratic,38,CHAIN,8,235374061420405.47,44259.279012680054,311441791484303.5,1.3231780494624377
digital_annealing_legacy,38,CHAIN,9,1072467553656.3279,12523.746528625488,1072467559078.5585,1.0000000050561515
digital_annealing_quadratic,38,CHAIN,9,1072467553656.3279,2047.0805397033691,1096521646384.3137,1.0224287370245508
dpsizelinear,38,CHAIN,9,1072467553656.3279,1,1072467553656.3279,1.0000000000003058
genetic,38,CHAIN,9,1072467553656.3279,48360,4183880943291.8057,3.9011725147573175
ikkbz,38,CHAIN,9,1072467553656.3279,0,1072467553656.3279,1.0000000000003058
milp,38,CHAIN,9,1072467553656.3279,51,29628765738400.688,20
minsel,38,CHAIN,9,1072467553656.3279,1,1096521646384.3137,1.0224287370245508
simulated_annealing_quadratic,38,CHAIN,9,1072467553656.3279,39438.99607658386,1072467553656.3279,1.0000000000003058
digital_annealing_legacy,42,CHAIN,0,8831625843993.635,10441.340120315552,9018153513760.996,1.02112042256578
digital_annealing_quadratic,42,CHAIN,0,8831625843993.635,5872.517562866211,8839452147302.959,1.0008861678979848
dpsizelinear,42,CHAIN,0,8831625843993.635,1,9018153512491.986,1.021120422422091
genetic,42,CHAIN,0,8831625843993.635,47372,8831625843993.635,1.000000000000072
ikkbz,42,CHAIN,0,8831625843993.635,1,9018153512491.986,1.021120422422091
milp,42,CHAIN,0,8831625843993.635,50057,92643557610968.97,10.489977638033915
minsel,42,CHAIN,0,8831625843993.635,1,9672074133502.57,1.0951634845447191
simulated_annealing_quadratic,42,CHAIN,0,8831625843993.635,49405.66062927246,9277986419666.262,1.0505411555650155
digital_annealing_legacy,42,CHAIN,1,177020242672540.3,3792.298593521118,177020242672540.3,1.0000000000000018
digital_annealing_quadratic,42,CHAIN,1,177020242672540.3,3102.387870788574,177020242672540.3,1.0000000000000018
dpsizelinear,42,CHAIN,1,177020242672540.3,1,177020242672540.3,1.0000000000000018
